[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-24 13:14:06.464531 I | etcdmain: etcd Version: 3.4.3
2020-04-24 16:18:47.748019 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (135.096209ms) to execute
2020-04-24 16:18:47.748779 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (131.144781ms) to execute
2020-04-24 16:18:58.243726 W | etcdserver: request "header:<ID:9653027836255024154 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:50204 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:411 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (103.613465ms) to execute
2020-04-24 16:19:14.214553 I | mvcc: store.index: compact 49512
2020-04-24 16:19:14.233197 I | mvcc: finished scheduled compaction at 49512 (took 17.395232ms)
2020-04-24 16:19:49.389352 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (161.437877ms) to execute
2020-04-24 16:20:08.689623 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (141.593664ms) to execute
2020-04-24 16:20:08.690588 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (134.071873ms) to execute
2020-04-24 16:21:19.006596 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (217.589473ms) to execute
2020-04-24 16:21:19.012105 W | etcdserver: request "header:<ID:9653027836255025227 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/worker2\" mod_revision:50518 > success:<request_put:<key:\"/registry/leases/kube-node-lease/worker2\" value_size:533 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/worker2\" > >>" with result "size:18" took too long (102.032341ms) to execute
2020-04-24 16:21:19.013630 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (207.542132ms) to execute
2020-04-24 16:21:29.614091 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (110.972834ms) to execute
2020-04-24 16:21:44.443943 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (107.791939ms) to execute
2020-04-24 16:22:38.706688 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:6" took too long (112.683255ms) to execute
2020-04-24 16:22:38.707038 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (130.849359ms) to execute
2020-04-24 16:22:38.707282 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (151.930863ms) to execute
2020-04-24 16:24:14.235511 I | mvcc: store.index: compact 50247
2020-04-24 16:24:14.277282 I | mvcc: finished scheduled compaction at 50247 (took 41.279402ms)
2020-04-24 16:25:06.965213 W | etcdserver: read-only range request "key:\"/registry/pods/default/nginx-f89759699-prbh9\" " with result "range_response_count:1 size:2714" took too long (149.059772ms) to execute
2020-04-24 16:25:27.058026 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (145.588488ms) to execute
2020-04-24 16:25:27.058849 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (162.17545ms) to execute
2020-04-24 16:26:31.357018 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (148.758843ms) to execute
2020-04-24 16:26:52.485376 W | etcdserver: read-only range request "key:\"/registry/csinodes\" range_end:\"/registry/csinodet\" count_only:true " with result "range_response_count:0 size:8" took too long (112.57585ms) to execute
2020-04-24 16:26:52.488535 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (111.13503ms) to execute
2020-04-24 16:29:14.285736 I | mvcc: store.index: compact 50963
2020-04-24 16:29:14.308004 I | mvcc: finished scheduled compaction at 50963 (took 21.304415ms)
2020-04-24 16:31:34.223300 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (143.523582ms) to execute
2020-04-24 16:31:34.232106 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (139.834206ms) to execute
2020-04-24 16:32:05.177573 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (107.333413ms) to execute
2020-04-24 16:32:40.554546 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (109.55148ms) to execute
2020-04-24 16:34:11.906514 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (165.700002ms) to execute
2020-04-24 16:34:11.907017 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (159.121777ms) to execute
2020-04-24 16:34:14.298008 I | mvcc: store.index: compact 51702
2020-04-24 16:34:14.354516 I | mvcc: finished scheduled compaction at 51702 (took 55.661275ms)
2020-04-24 16:34:18.259025 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (112.707513ms) to execute
2020-04-24 16:36:12.893047 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (103.759402ms) to execute
2020-04-24 16:36:21.306947 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (135.712642ms) to execute
2020-04-24 16:36:21.307556 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (174.116571ms) to execute
2020-04-24 16:39:09.751153 W | etcdserver: request "header:<ID:9653027836255033606 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.32.2\" mod_revision:53113 > success:<request_put:<key:\"/registry/masterleases/192.168.32.2\" value_size:68 lease:429655799400257796 >> failure:<request_range:<key:\"/registry/masterleases/192.168.32.2\" > >>" with result "size:18" took too long (106.875758ms) to execute
2020-04-24 16:39:14.309108 I | mvcc: store.index: compact 52418
2020-04-24 16:39:14.327371 I | mvcc: finished scheduled compaction at 52418 (took 17.226794ms)
2020-04-24 16:39:33.541144 I | etcdserver: start to snapshot (applied: 60006, lastsnap: 50005)
2020-04-24 16:39:33.552119 I | etcdserver: saved snapshot at index 60006
2020-04-24 16:39:33.552491 I | etcdserver: compacted raft log at 55006
2020-04-24 16:39:40.173854 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000002-0000000000002711.snap successfully
2020-04-24 16:44:14.403332 I | mvcc: store.index: compact 53154
2020-04-24 16:44:14.449822 I | mvcc: finished scheduled compaction at 53154 (took 45.526772ms)
2020-04-24 16:44:20.710403 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (120.739101ms) to execute
2020-04-24 16:45:35.343082 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (114.650859ms) to execute
2020-04-24 16:45:56.455252 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (219.768979ms) to execute
2020-04-24 16:46:27.565773 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (154.492929ms) to execute
2020-04-24 16:46:27.566766 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (151.549193ms) to execute
2020-04-24 16:47:39.175864 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (151.182562ms) to execute
2020-04-24 16:48:00.575270 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (195.493334ms) to execute
2020-04-24 16:49:14.430906 I | mvcc: store.index: compact 53865
2020-04-24 16:49:14.454651 I | mvcc: finished scheduled compaction at 53865 (took 22.980353ms)
2020-04-24 16:49:25.984406 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (121.616263ms) to execute
2020-04-24 16:51:52.078866 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (120.970968ms) to execute
2020-04-24 16:52:52.787920 W | etcdserver: request "header:<ID:9653027836255039946 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/worker1\" mod_revision:55081 > success:<request_put:<key:\"/registry/leases/kube-node-lease/worker1\" value_size:533 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/worker1\" > >>" with result "size:18" took too long (150.305674ms) to execute
2020-04-24 16:53:08.242144 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (115.131227ms) to execute
2020-04-24 16:53:23.829606 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (150.302701ms) to execute
2020-04-24 16:54:14.453482 I | mvcc: store.index: compact 54581
2020-04-24 16:54:14.484861 I | mvcc: finished scheduled compaction at 54581 (took 29.319564ms)
2020-04-24 16:54:30.780911 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (103.838282ms) to execute
2020-04-24 16:54:39.848136 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (117.855362ms) to execute
2020-04-24 16:55:46.053283 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (119.692134ms) to execute
2020-04-24 16:58:02.350097 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (113.827378ms) to execute
2020-04-24 16:59:14.484483 I | mvcc: store.index: compact 55297
2020-04-24 16:59:14.499656 I | mvcc: finished scheduled compaction at 55297 (took 14.884847ms)
2020-04-24 16:59:19.897389 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (101.472846ms) to execute
2020-04-24 17:00:43.255705 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (122.272381ms) to execute
2020-04-24 17:02:23.871576 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:6" took too long (115.672451ms) to execute
2020-04-24 17:02:43.859871 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (139.463767ms) to execute
2020-04-24 17:02:43.860249 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (148.975081ms) to execute
2020-04-24 17:04:14.582079 I | mvcc: store.index: compact 56056
2020-04-24 17:04:14.599321 I | mvcc: finished scheduled compaction at 56056 (took 16.713614ms)
2020-04-24 17:09:14.590682 I | mvcc: store.index: compact 56791
2020-04-24 17:09:14.618573 I | mvcc: finished scheduled compaction at 56791 (took 27.302728ms)
2020-04-24 17:10:11.330412 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (100.242561ms) to execute
2020-04-24 17:10:56.454444 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (124.343143ms) to execute
2020-04-24 17:10:56.454460 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (126.967327ms) to execute
2020-04-24 17:12:07.810287 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (132.520247ms) to execute
2020-04-24 17:12:07.810498 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (117.77677ms) to execute
2020-04-24 17:14:14.601818 I | mvcc: store.index: compact 57553
2020-04-24 17:14:14.617472 I | mvcc: finished scheduled compaction at 57553 (took 14.93585ms)
2020-04-24 17:16:28.618391 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (116.031554ms) to execute
2020-04-24 17:16:28.618526 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (153.319329ms) to execute
2020-04-24 17:17:28.289623 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (217.673207ms) to execute
2020-04-24 17:17:28.289753 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (101.014746ms) to execute
2020-04-24 17:17:28.290102 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (193.427616ms) to execute
2020-04-24 17:17:28.291202 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:8" took too long (225.590086ms) to execute
2020-04-24 17:17:28.291992 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (258.586395ms) to execute
2020-04-24 17:18:26.377551 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (199.26004ms) to execute
2020-04-24 17:18:26.378839 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (200.345976ms) to execute
2020-04-24 17:18:37.004352 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (147.036799ms) to execute
2020-04-24 17:19:14.641068 I | mvcc: store.index: compact 58290
2020-04-24 17:19:14.680935 I | mvcc: finished scheduled compaction at 58290 (took 35.351759ms)
2020-04-24 17:19:27.199979 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (132.595909ms) to execute
2020-04-24 17:19:37.727387 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (230.637989ms) to execute
2020-04-24 17:19:37.729004 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (175.416072ms) to execute
2020-04-24 17:21:17.840408 W | etcdserver: request "header:<ID:9653027836255053375 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kubernetes-dashboard/kubernetes-dashboard\" mod_revision:59224 > success:<request_put:<key:\"/registry/services/endpoints/kubernetes-dashboard/kubernetes-dashboard\" value_size:615 >> failure:<request_range:<key:\"/registry/services/endpoints/kubernetes-dashboard/kubernetes-dashboard\" > >>" with result "size:18" took too long (460.856869ms) to execute
2020-04-24 17:21:17.859623 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (113.380558ms) to execute
2020-04-24 17:21:17.861803 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/felixconfigurations\" range_end:\"/registry/crd.projectcalico.org/felixconfigurationt\" count_only:true " with result "range_response_count:0 size:8" took too long (197.126424ms) to execute
2020-04-24 17:21:18.328000 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (447.777549ms) to execute
2020-04-24 17:21:18.329792 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (407.187711ms) to execute
2020-04-24 17:21:18.526009 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (167.540575ms) to execute
2020-04-24 17:21:22.824207 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (113.431774ms) to execute
2020-04-24 17:21:25.897021 W | etcdserver: request "header:<ID:9653027836255053439 > lease_revoke:<id:05f671ac52f0a60b>" with result "size:29" took too long (509.576081ms) to execute
2020-04-24 17:21:26.993517 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (238.151577ms) to execute
2020-04-24 17:21:29.339945 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (287.181289ms) to execute
2020-04-24 17:21:29.341108 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (265.540495ms) to execute
2020-04-24 17:21:29.530419 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (136.760623ms) to execute
2020-04-24 17:21:31.505901 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (125.713074ms) to execute
2020-04-24 17:21:31.693061 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (104.91591ms) to execute
2020-04-24 17:21:33.700333 W | etcdserver: request "header:<ID:9653027836255053500 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:59337 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:412 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (114.524093ms) to execute
2020-04-24 17:21:36.429221 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:8" took too long (235.815866ms) to execute
2020-04-24 17:21:40.169450 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (304.034759ms) to execute
2020-04-24 17:21:40.170308 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (269.327929ms) to execute
2020-04-24 17:21:40.170994 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (223.742852ms) to execute
2020-04-24 17:21:40.389851 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:611" took too long (208.123625ms) to execute
2020-04-24 17:21:40.393223 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (210.39223ms) to execute
2020-04-24 17:21:40.678051 W | etcdserver: request "header:<ID:9653027836255053554 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-controller-manager\" mod_revision:59355 > success:<request_put:<key:\"/registry/leases/kube-system/kube-controller-manager\" value_size:430 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (174.245573ms) to execute
2020-04-24 17:21:46.755384 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (218.017514ms) to execute
2020-04-24 17:21:47.007120 W | etcdserver: request "header:<ID:9653027836255053599 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:59367 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (140.079929ms) to execute
2020-04-24 17:21:47.245998 W | etcdserver: request "header:<ID:9653027836255053602 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-controller-manager\" mod_revision:59368 > success:<request_put:<key:\"/registry/leases/kube-system/kube-controller-manager\" value_size:430 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (123.738007ms) to execute
2020-04-24 17:23:38.966141 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (115.790273ms) to execute
2020-04-24 17:23:38.967630 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (113.445889ms) to execute
2020-04-24 17:23:57.781454 W | etcdserver: request "header:<ID:9653027836255054588 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:59672 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:513 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (182.657435ms) to execute
2020-04-24 17:24:07.931272 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (100.074443ms) to execute
2020-04-24 17:24:14.688221 I | mvcc: store.index: compact 59007
2020-04-24 17:24:14.737875 I | mvcc: finished scheduled compaction at 59007 (took 47.460872ms)
2020-04-24 17:29:14.713367 I | mvcc: store.index: compact 59718
2020-04-24 17:29:14.732344 I | mvcc: finished scheduled compaction at 59718 (took 16.353249ms)
2020-04-24 17:30:37.785118 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (156.847895ms) to execute
2020-04-24 17:30:37.785716 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (157.04823ms) to execute
2020-04-24 17:33:19.112813 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (107.494713ms) to execute
2020-04-24 17:33:19.117264 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (155.671106ms) to execute
2020-04-24 17:34:14.762104 I | mvcc: store.index: compact 60431
2020-04-24 17:34:14.793550 I | mvcc: finished scheduled compaction at 60431 (took 29.614453ms)
2020-04-24 17:38:51.915032 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (234.175894ms) to execute
2020-04-24 17:38:51.915219 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (233.403745ms) to execute
2020-04-24 17:39:02.540122 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (141.448307ms) to execute
2020-04-24 17:39:14.789337 I | mvcc: store.index: compact 61144
2020-04-24 17:39:14.824567 I | mvcc: finished scheduled compaction at 61144 (took 34.52725ms)
2020-04-24 17:39:27.545812 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (119.385507ms) to execute
2020-04-24 17:40:38.454792 I | etcdserver: start to snapshot (applied: 70007, lastsnap: 60006)
2020-04-24 17:40:38.472415 I | etcdserver: saved snapshot at index 70007
2020-04-24 17:40:38.473370 I | etcdserver: compacted raft log at 65007
2020-04-24 17:40:40.398474 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000002-0000000000004e22.snap successfully
2020-04-24 17:42:13.481602 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (108.281528ms) to execute
2020-04-24 17:43:03.963343 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (140.580163ms) to execute
2020-04-24 17:43:03.964546 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (106.875418ms) to execute
2020-04-24 17:43:29.089868 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (124.923597ms) to execute
2020-04-24 17:44:14.804476 I | mvcc: store.index: compact 61856
2020-04-24 17:44:14.850323 I | mvcc: finished scheduled compaction at 61856 (took 44.874337ms)
2020-04-24 17:46:14.967407 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (111.77829ms) to execute
2020-04-24 17:46:14.968428 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (109.630573ms) to execute
2020-04-24 17:46:50.233541 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (195.068366ms) to execute
2020-04-24 17:46:50.233905 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (130.209948ms) to execute
2020-04-24 17:47:15.265995 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (148.032102ms) to execute
2020-04-24 17:47:25.500197 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (113.962246ms) to execute
2020-04-24 17:47:27.773163 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (235.847122ms) to execute
2020-04-24 17:47:51.798638 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (223.486932ms) to execute
2020-04-24 17:49:14.840675 I | mvcc: store.index: compact 62567
2020-04-24 17:49:14.862352 I | mvcc: finished scheduled compaction at 62567 (took 21.005928ms)
2020-04-24 17:49:22.257763 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (173.723814ms) to execute
